,2025-01-31
GVI US Equity,-5.2335
EHYA NA Equity,77.53800000000001
BBIL LN Equity,-1.7650000000000001
SRIC FP Equity,4.3078
IBDQ US Equity,6.282
IBDR US Equity,12.074499999999999
00761B TT Equity,0
00724B TT Equity,0
00773B TT Equity,0
PYLD US Equity,259.0075
NEAR US Equity,20.2669
AGGE NA Equity,-0.526
ANGL US Equity,1.4525
XB4F GR Equity,-9.462100000000003
GAGG FP Equity,1.8472
XT01 GR Equity,0.2547999999999999
IBDS US Equity,16.841
SGLO LN Equity,-1.3835000000000002
EMES LN Equity,13.411800000000001
IEML LN Equity,-8.22
ECRP3 FP Equity,0.6809999999999992
CNYB NA Equity,-17.0402
IGLB US Equity,24.9408
GEMU FP Equity,8.3037
ICVT US Equity,0
ZFL CN Equity,7.7377
00746B TT Equity,0
XUTD LN Equity,-12.2156
VUTY LN Equity,15.351
ZST CN Equity,51.8767
BSCR US Equity,102.30680000000001
JPIE US Equity,81.009
EMLC US Equity,0
FLRN US Equity,15.4127
HBB CN Equity,0
JBEM FP Equity,-3.9816
IBDT US Equity,26.2931
GSY US Equity,-70.12049999999999
IMBS LN Equity,81.82269999999998
DBZB GR Equity,4.3228
00933B TT Equity,0
PFFD US Equity,0
SRIC3 FP Equity,9.6755
FTSL US Equity,2.3125
SUOU NA Equity,0.6364
FLCB US Equity,1.0567000000000002
UITB US Equity,9.2374
VNLA US Equity,0
BSCS US Equity,39.3678
IBDU US Equity,-28.621999999999993
IBCX LN Equity,-31.3247
VDUC LN Equity,0
IBTF US Equity,7.009799999999999
ZIC CN Equity,-0.6491
EMCR LN Equity,-7.671
SLQD US Equity,0
SECD GR Equity,-0.28919999999999996
SRIC5 FP Equity,-1.9471
SLXX LN Equity,-13.2393
BETF430 IN Equity,0
PAAA US Equity,65.62899999999999
ZMU CN Equity,-2.1784
MINT LN Equity,0
CSBGE3 SW Equity,9.417300000000001
00795B TT Equity,0
CGMS US Equity,44.468
IBGX LN Equity,3.149
PMIF CN Equity,14.8506
TDTT US Equity,21.423099999999998
00740B TT Equity,0
PR1C GR Equity,0.2007
HYLD LN Equity,-1.6181999999999999
ERND LN Equity,22.445999999999998
MTA FP Equity,-0.8080999999999996
NSCB CN Equity,0
FLTR US Equity,0
273130 KS Equity,0
HTRB US Equity,13.3796
TBLL US Equity,23.2149
FALN US Equity,28.379199999999997
EUN4 GR Equity,27.705
BKAG US Equity,-8.299
PFXF US Equity,12.351
XSB CN Equity,-82.3947
EMBE LN Equity,0
MDBA GR Equity,-5.4113
H41R GR Equity,0
PJS1 GR Equity,-24.8056
VRP US Equity,14.552399999999999
ZCS CN Equity,15.0075
00777B TT Equity,0
FSEC US Equity,229.52679999999998
IBGS LN Equity,-43.192
EBND US Equity,-14.0614
EGOV FP Equity,0
FLCP CN Equity,0.6282
IS15 LN Equity,0
00792B TT Equity,0
GTO US Equity,6.9807
DHYD NA Equity,-7.5537
00722B TT Equity,0
SYBB GR Equity,-0.41659999999999997
CHCORP SW Equity,0
IAF AU Equity,2.8452
SPBO US Equity,-14.356499999999997
XHYG GR Equity,32.4614
EGRI FP Equity,-8.4506
NUBF CN Equity,7.3028
BSCT US Equity,27.548
511220 CH Equity,0
CGCB US Equity,37.269499999999994
JBBB US Equity,49.486000000000004
SDHY LN Equity,33.14999999999999
HYLS US Equity,2.0801
UIMC GR Equity,1.4755
IBTG US Equity,18.2875
00778B TT Equity,0
MTB FP Equity,-3.8661
QLTA US Equity,9.4198
PR1R GR Equity,4.0119
IB28 GR Equity,1.3935999999999988
VCRB US Equity,34.2736
FPEI US Equity,2.7995
U71G LN Equity,-0.5004
SUN20STY CN Equity,-0.6556000000000001
IBCI LN Equity,14.665
00723B TT Equity,0
IBDV US Equity,66.5127
ZROZ US Equity,-44.6981
511030 CH Equity,0
GCVB LN Equity,1.9849
MTBA US Equity,4.9741
BETF0431 IN Equity,0
GILS LN Equity,-10.6191
HYGV US Equity,0.00039999999999995595
STHY LN Equity,4.4055
IUS6 GR Equity,0
BBAG US Equity,-27.2791
EMDD LN Equity,0
TIP5 LN Equity,7.230599999999999
VAF AU Equity,0
DBXP GR Equity,18.0161
PFFA US Equity,16.5784
2510 JP Equity,0.5166000000000001
SUBD AU Equity,7.5658
IPAB GR Equity,0.6655
SMTH US Equity,7.0120000000000005
ERNS LN Equity,97.5568
HYS US Equity,9.5069
TIPX US Equity,-7.4726
VBND AU Equity,0
X710 GR Equity,8.7681
IS0M GR Equity,3.547
MTD FP Equity,6.2552
JBND US Equity,36.7346
EVTR US Equity,14.041500000000001
TDB CN Equity,-1.3678
UCRP FP Equity,23.805799999999998
453850 KS Equity,0
XCB CN Equity,8.3926
IBTH US Equity,5.5656
UNIY US Equity,0
IBDW US Equity,6.143
00764B TT Equity,0
CORP US Equity,0
PCY US Equity,0
BSCU US Equity,17.235699999999998
FSIG US Equity,4.7183
EVLN US Equity,7.0724
BETF0432 IN Equity,0
2621 JP Equity,1.3756
00756B TT Equity,0
HYDB US Equity,-0.0070000000000014495
VRIG US Equity,8.7813
CRP FP Equity,-7.5306
EUNR GR Equity,-11.3614
RAVI US Equity,0
YEAR US Equity,8.8413
TRXA LN Equity,1.3935
TREX LN Equity,14.3757
DFGP US Equity,10.5893
MTI FP Equity,3.6033999999999997
X57E GR Equity,8.3413
CTBA CN Equity,0
IBCQ GR Equity,-3.5017999999999994
00726B TT Equity,0
BETF0425 IN Equity,0
IBGM LN Equity,-19.3153
HYUS LN Equity,-1.0372000000000001
BNDW US Equity,-0.6854000000000005
CACB CN Equity,14.0078
214980 KS Equity,0
TIP1D SW Equity,0.9406
XDGU GR Equity,0.293
SGIL LN Equity,-1.2588
SUSU LN Equity,0
EUNS GR Equity,-15.4834
1482 JP Equity,-19.9015
AFRN FP Equity,18.1997
VTC US Equity,1.5232
AHYG SP Equity,0
XY4P GR Equity,41.2503
UEF7 GR Equity,-1.2725
SUSC US Equity,2.2835
CTBB CN Equity,1.1454000000000002
V3GU LN Equity,0.2588
MTE FP Equity,4.7661
00779B TT Equity,0
PREF US Equity,0
CLIP US Equity,0
EMBI FP Equity,0
XZE5 GR Equity,19.317500000000003
VEMT LN Equity,6.102
00931B TT Equity,0
IB26 GR Equity,-2.0414
00785B TT Equity,0
IGEB US Equity,-22.311
TIPU LN Equity,1.6945999999999999
XSH CN Equity,10.5824
SS1EUA SW Equity,3.6964
ZCM CN Equity,0.5425
00948B TT Equity,0
ZPR CN Equity,-3.268799999999999
XGB CN Equity,4.0541
EBBB FP Equity,8.332699999999999
US10 LN Equity,-1.1303999999999998
QPON AU Equity,1.2993
ZCPB CN Equity,-1.4671
BSJP US Equity,-9.2357
SUSB US Equity,0
JPLD US Equity,2.0688
GOVI US Equity,4.6127
BWX US Equity,-10.7462
IBGL LN Equity,-25.918699999999998
00696B TT Equity,0
AT1 LN Equity,1.1271
XGIN GR Equity,-24.2142
3053 HK Equity,-73.5344
TLTW US Equity,19.577699999999997
X1G FP Equity,21.2347
453540 KS Equity,0
TRES LN Equity,9.8715
LONZ US Equity,1.025
CGSD US Equity,12.3588
DUSB US Equity,27.8613
BSJQ US Equity,7.0165
385540 KS Equity,0
FCGB CN Equity,-103.1738
AVIG US Equity,16.3298
IBDX US Equity,9.8672
XHLF US Equity,76.50540000000001
SYBD GR Equity,-14.674100000000001
USTB US Equity,32.7255
SPLB US Equity,0.05099999999999838
AGGY US Equity,-21.5384
BBHY US Equity,9.332
WING LN Equity,0.6195999999999999
00754B TT Equity,0
MQDB AU Equity,0
PSK US Equity,-3.432900000000001
SYB3 GR Equity,3.8681
CSBGE7 SW Equity,2.0951
BB3M LN Equity,1.7746000000000002
00749B TT Equity,0
FCCB CN Equity,0.006099999999999994
IBTI US Equity,-17.583800000000004
JEST GR Equity,-4.7330000000000005
ZGB CN Equity,0
SYBC GR Equity,-3.3647
ID28 LN Equity,1.3264
JT13 IM Equity,-32.833
PGF US Equity,-1.4809999999999999
GIGB US Equity,0
SPIP US Equity,10.2811
LDUR US Equity,-32.5174
FLGV US Equity,-2.0230999999999995
FLBL US Equity,3.6515
2512 JP Equity,0.0014
BSCV US Equity,9.671
159650 CH Equity,0
476550 KS Equity,0
BHYB US Equity,0
CBIL CN Equity,26.910899999999998
GLTL LN Equity,-0.9118999999999999
CLOI US Equity,47.849399999999996
VBU CN Equity,8.341000000000001
DFIP US Equity,4.0975
RCDB CN Equity,9.4397
159649 CH Equity,-6.2434
00768B TT Equity,0
SYFI US Equity,6.303
VCEB US Equity,0
X03G GR Equity,1.7967999999999993
SCYB US Equity,15.886099999999999
NHYB CN Equity,3.3992
DCU CN Equity,0
494900 KS Equity,0
GLTY LN Equity,2.7890999999999995
MUB CN Equity,3.8231
ZJK CN Equity,2.0372
TIGR LN Equity,1.4415
INXG LN Equity,-23.9198
HSUV/U CN Equity,0
EFRN LN Equity,0
AFLT FP Equity,12.2243
SBIF SP Equity,2.2044
APCB US Equity,2.9126000000000003
XLB CN Equity,-1.3811
TDTF US Equity,2.3486
HPR CN Equity,-18.3434
CLOZ US Equity,32.518
IBIT US Equity,751.0381
FBTC US Equity,-41.24890000000002
GBTC US Equity,-139.0588
ARKB US Equity,-13.582500000000003
BOXX US Equity,62.0098
ETHE US Equity,-172.19690000000003
BITB US Equity,-125.5901
BTC US Equity,110.8753
ETHA US Equity,167.3055
BITX US Equity,-27.678600000000003
UCON US Equity,3.6962
BITO US Equity,27.098399999999998
FTLS US Equity,33.7679
COINXBE SS Equity,-5.1915000000000004
ETH US Equity,12.7884
HODL US Equity,6.051500000000001
BITC SW Equity,13.5463
ASOL SW Equity,6.0863
FETH US Equity,-47.5589
BITU US Equity,9.6211
DBMF US Equity,9.2367
BTCE GR Equity,6.6694
COINXBT SS Equity,-3.8881
BTCW SW Equity,7.842700000000001
BTCX/B CN Equity,1.1207
BRRR US Equity,0
ABTC SW Equity,14.994600000000002
ETHU US Equity,63.43979999999999
BTCO US Equity,5.2389
EZBC US Equity,6.114
FBTC CN Equity,-46.4265
HASH11 BZ Equity,3.1659000000000006
VBTC GR Equity,2.5499999999999994
QAI US Equity,4.7865
AXRP SW Equity,11.7573
ABNB SW Equity,0
UUP US Equity,-122.7401
COINETHE SS Equity,0.2913
BTCC/B CN Equity,-6.157300000000001
CTA US Equity,29.2954
HASH SW Equity,0
SLNC GR Equity,0.2559
GLD US Equity,407.6845
IAU US Equity,7.9611
IGLN LN Equity,194.3281
SGLD LN Equity,274.99080000000004
4GLD GR Equity,70.7127
SLV US Equity,-320.0586
GLDM US Equity,0.1263999999999985
GOLD FP Equity,-27.646999999999995
XGDU LN Equity,67.5033
ZGLD SW Equity,0.02120000000000033
PHAU LN Equity,26.7885
PDBC US Equity,5.986
SGOL US Equity,0
SGBS LN Equity,2.3382
518880 CH Equity,-0.7679
GBS LN Equity,0.633
AUUSI SW Equity,7.967599999999999
CMOD LN Equity,-11.7073
GOLD AU Equity,2.2887
FTGC US Equity,14.9461
EWG2 GR Equity,17.2726
159937 CH Equity,3.5791
GLD SJ Equity,0
SIVR US Equity,0
AUCHAH SW Equity,-0.015200000000000102
GBSP LN Equity,2.0293
XAD5 GR Equity,4.0928
IAUM US Equity,2.8049
PHAG LN Equity,101.6568
ZSIL SW Equity,-11.289
DBC US Equity,-5.5192000000000005
BCI US Equity,-42.830200000000005
WGLD LN Equity,3.5846
159934 CH Equity,2.7877
COMO FP Equity,-7.4518
ICOM LN Equity,-7.9337
OUNZ US Equity,41.8046
XAD1 GR Equity,5.9296999999999995
COPA LN Equity,7.845799999999999
BARS LN Equity,0
GLTR US Equity,0
ISLN LN Equity,60.701
GSG US Equity,0
PPLT US Equity,0
RMAU LN Equity,3.8082
ENCO LN Equity,-2.2338
CCUSAS SW Equity,0
AAAU US Equity,9.5358
BAR US Equity,0
USO US Equity,140.95100000000002
DBA US Equity,2.7586
ROLL LN Equity,20.72
CGL CN Equity,3.7706
ZGOLD TI Equity,0
XGDE GR Equity,1.1816
