,US,Europe,Japan,China,Korea,Long,Low,Energy&Fuel,fx
0,-0.24070735514929442,0.5968157470390922,-1.984888997381773,1.981095497081542,0.18074418937223946,-1.509999999999991,0.3200000000000074,-2.1094719426444253,-5.5499999999999545
1,6025.99,542.75,38787.02,3892.7,2521.92,89.27,81.97,71.0,1448.75
