,2025-01-24
2821 HK Equity,3552.8254
TOTL US Equity,3384.0305
HYLB US Equity,3433.2246
511360 CH Equity,
BILS US Equity,3364.756
CB3 FP Equity,3319.89736
GVI US Equity,3266.5802
EHYA NA Equity,3242.27505
BBIL LN Equity,3257.5372
SRIC FP Equity,3224.9632
IBDQ US Equity,3181.5747
IBDR US Equity,3163.3736
00761B TT Equity,
00724B TT Equity,
00773B TT Equity,
PYLD US Equity,3103.209541
NEAR US Equity,3012.728
AGGE NA Equity,2993.8893
ANGL US Equity,2998.1035
XB4F GR Equity,2968.52896
GAGG FP Equity,2967.70266
XT01 GR Equity,2938.02515
IBDS US Equity,2861.8367
SGLO LN Equity,2811.41465
EMES LN Equity,2836.0504
IEML LN Equity,2813.0417
ECRP3 FP Equity,2760.84236
CNYB NA Equity,2762.5917
IGLB US Equity,2668.9942
GEMU FP Equity,2695.33951
ICVT US Equity,2654.661
ZFL CN Equity,2566.22538
00746B TT Equity,
XUTD LN Equity,2625.4424
VUTY LN Equity,2597.78347
ZST CN Equity,2594.89333
BSCR US Equity,2623.8919
JPIE US Equity,2601.41
EMLC US Equity,2568.4081
FLRN US Equity,2556.7954
HBB CN Equity,2514.06085
JBEM FP Equity,2540.91921
IBDT US Equity,2540.706
GSY US Equity,2462.3522
IMBS LN Equity,2443.3979
DBZB GR Equity,2474.81852
00933B TT Equity,
PFFD US Equity,2358.8836
SRIC3 FP Equity,2366.36421
FTSL US Equity,2343.2074
SUOU NA Equity,2326.4119
FLCB US Equity,2332.712
UITB US Equity,2325.244
VNLA US Equity,2310.9198
BSCS US Equity,2331.3886
IBDU US Equity,2289.9079
IBCX LN Equity,2289.81694
VDUC LN Equity,2262.3693
IBTF US Equity,2234.8151
ZIC CN Equity,2213.25534
EMCR LN Equity,2208.7359
SLQD US Equity,2190.1129
SECD GR Equity,2185.79549
SRIC5 FP Equity,2176.6789
SLXX LN Equity,2154.63061
BETF430 IN Equity,
PAAA US Equity,2179.93264
ZMU CN Equity,2102.23937
MINT LN Equity,2110.719
CSBGE3 SW Equity,2120.09556
00795B TT Equity,
CGMS US Equity,2096.891
IBGX LN Equity,2084.72027
PMIF CN Equity,2090.59889
TDTT US Equity,2087.1386
00740B TT Equity,
PR1C GR Equity,2073.19047
HYLD LN Equity,2041.9296
ERND LN Equity,2064.964
MTA FP Equity,1992.96333
NSCB CN Equity,1996.05314
FLTR US Equity,1994.7922
273130 KS Equity,
HTRB US Equity,1972.6702
TBLL US Equity,1976.0524
FALN US Equity,1956.609
EUN4 GR Equity,1951.26369
BKAG US Equity,1961.8435
PFXF US Equity,1937.7684
XSB CN Equity,1896.77171
EMBE LN Equity,1906.8811
MDBA GR Equity,1916.32561
H41R GR Equity,1899.23628
PJS1 GR Equity,1906.59042
VRP US Equity,1905.3697
ZCS CN Equity,1943.84089
00777B TT Equity,
FSEC US Equity,1874.4838
IBGS LN Equity,1871.17742
EBND US Equity,1864.8611
EGOV FP Equity,1849.37512
FLCP CN Equity,
IS15 LN Equity,1848.848
00792B TT Equity,
GTO US Equity,1815.5854
DHYD NA Equity,1817.319
00722B TT Equity,
SYBB GR Equity,1799.54725
CHCORP SW Equity,1788.08688
IAF AU Equity,1782.90198
SPBO US Equity,1764.3474
XHYG GR Equity,1776.94888
EGRI FP Equity,1750.94497
NUBF CN Equity,1729.86084
BSCT US Equity,1712.3729
511220 CH Equity,
CGCB US Equity,1698.051806
JBBB US Equity,1704.4439
SDHY LN Equity,1718.9701
HYLS US Equity,1658.29
UIMC GR Equity,1685.44193
IBTG US Equity,1675.1217
00778B TT Equity,
MTB FP Equity,1642.62474
QLTA US Equity,1699.9982
PR1R GR Equity,1621.06447
IB28 GR Equity,1611.23404
VCRB US Equity,1580.4978
FPEI US Equity,1565.858
U71G LN Equity,1547.50282
SUN20STY CN Equity,1555.18494
IBCI LN Equity,1547.01675
00723B TT Equity,
IBDV US Equity,1545.4057
ZROZ US Equity,1523.9672
511030 CH Equity,
GCVB LN Equity,1513.0559
MTBA US Equity,1478.564579
BETF0431 IN Equity,
GILS LN Equity,1493.43362
HYGV US Equity,1464.8792
STHY LN Equity,1480.22
IUS6 GR Equity,1472.22393
BBAG US Equity,1470.7708
EMDD LN Equity,1459.9166
TIP5 LN Equity,1480.1828
VAF AU Equity,
DBXP GR Equity,1445.00667
PFFA US Equity,1436.9287
2510 JP Equity,1419.8794
SUBD AU Equity,1412.67858
IPAB GR Equity,1270.04951
SMTH US Equity,1389.452088
ERNS LN Equity,1569.74922
HYS US Equity,1383.9714
TIPX US Equity,1368.3047
VBND AU Equity,
X710 GR Equity,1362.51343
IS0M GR Equity,1356.7034
MTD FP Equity,1338.16434
JBND US Equity,1329.371768
EVTR US Equity,1331.1624
TDB CN Equity,1323.5048
UCRP FP Equity,1318.0439
453850 KS Equity,
XCB CN Equity,1339.59802
IBTH US Equity,1328.8322
UNIY US Equity,1312.0766
IBDW US Equity,1321.1702
00764B TT Equity,
CORP US Equity,1306.1274
PCY US Equity,1292.3972
BSCU US Equity,1293.8728
FSIG US Equity,1267.0485
EVLN US Equity,1260.5265
BETF0432 IN Equity,
2621 JP Equity,1253.0333
00756B TT Equity,
HYDB US Equity,1215.6294
VRIG US Equity,1213.5411
CRP FP Equity,1202.15312
EUNR GR Equity,1207.15929
RAVI US Equity,1202.3873
YEAR US Equity,1199.5414
TRXA LN Equity,1181.2624
TREX LN Equity,1181.2624
DFGP US Equity,1193.35149
MTI FP Equity,1176.33547
X57E GR Equity,1193.4693
CTBA CN Equity,1186.87409
IBCQ GR Equity,1165.4848
00726B TT Equity,
BETF0425 IN Equity,
IBGM LN Equity,1184.18138
HYUS LN Equity,1143.3828
BNDW US Equity,1071.5792
CACB CN Equity,1145.29548
214980 KS Equity,
TIP1D SW Equity,1137.6342
XDGU GR Equity,1119.67304
SGIL LN Equity,1147.59718
SUSU LN Equity,1134.6348
EUNS GR Equity,1128.84001
1482 JP Equity,1117.7606
AFRN FP Equity,1120.80671
VTC US Equity,1103.5318
AHYG SP Equity,1113.522
XY4P GR Equity,1107.06786
UEF7 GR Equity,1102.56569
SUSC US Equity,1098.7121
CTBB CN Equity,1106.48784
V3GU LN Equity,1094.6935
MTE FP Equity,1105.56379
00779B TT Equity,
PREF US Equity,1072.0953
CLIP US Equity,1071.48482
EMBI FP Equity,1073.25
XZE5 GR Equity,1076.4977
VEMT LN Equity,1078.2923
00931B TT Equity,
IB26 GR Equity,1077.36132
00785B TT Equity,
IGEB US Equity,1047.8257
TIPU LN Equity,1031.8105
XSH CN Equity,1037.4422
SS1EUA SW Equity,1038.38871
ZCM CN Equity,1025.74388
00948B TT Equity,
ZPR CN Equity,1019.35291
XGB CN Equity,1011.81557
EBBB FP Equity,1023.40776
US10 LN Equity,1013.058
QPON AU Equity,1018.98238
ZCPB CN Equity,1071.74422
BSJP US Equity,999.2528
SUSB US Equity,1001.9902
JPLD US Equity,995.610969
GOVI US Equity,985.7316
BWX US Equity,987.8893
IBGL LN Equity,970.1418
00696B TT Equity,
AT1 LN Equity,980.4113
XGIN GR Equity,976.09939
3053 HK Equity,967.40673
TLTW US Equity,970.7504
X1G FP Equity,996.34368
453540 KS Equity,
TRES LN Equity,973.9513
LONZ US Equity,972.7921
CGSD US Equity,958.5792
DUSB US Equity,956.76525
BSJQ US Equity,952.0352
385540 KS Equity,
FCGB CN Equity,938.83524
AVIG US Equity,948.8449
IBDX US Equity,951.0535
XHLF US Equity,956.0149
SYBD GR Equity,938.34507
USTB US Equity,931.6849
SPLB US Equity,912.7374
AGGY US Equity,921.7318
BBHY US Equity,911.2141
WING LN Equity,928.5932
00754B TT Equity,
MQDB AU Equity,916.10914
PSK US Equity,907.9326
SYB3 GR Equity,908.64682
CSBGE7 SW Equity,907.17769
BB3M LN Equity,912.7195
00749B TT Equity,
FCCB CN Equity,893.18223
IBTI US Equity,895.2474
JEST GR Equity,889.14122
ZGB CN Equity,875.8308
SYBC GR Equity,877.53166
ID28 LN Equity,885.361
JT13 IM Equity,865.08507
PGF US Equity,857.1351
GIGB US Equity,856.8816
SPIP US Equity,855.9095
LDUR US Equity,854.676
FLGV US Equity,842.2972
FLBL US Equity,844.4054
2512 JP Equity,838.5701
BSCV US Equity,839.7562
159650 CH Equity,
476550 KS Equity,
BHYB US Equity,820.347636
CBIL CN Equity,824.08501
GLTL LN Equity,819.54225
CLOI US Equity,816.9317
VBU CN Equity,815.94324
DFIP US Equity,811.9857
RCDB CN Equity,807.82245
159649 CH Equity,
00768B TT Equity,
SYFI US Equity,803.235821
VCEB US Equity,792.96
X03G GR Equity,802.11925
SCYB US Equity,798.2619
NHYB CN Equity,788.49632
DCU CN Equity,835.49499
494900 KS Equity,
GLTY LN Equity,776.53309
MUB CN Equity,764.10124
ZJK CN Equity,765.04213
TIGR LN Equity,763.6837
INXG LN Equity,763.56039
HSUV/U CN Equity,757.0617
EFRN LN Equity,758.06747
AFLT FP Equity,742.676
SBIF SP Equity,746.9502
APCB US Equity,746.1418
XLB CN Equity,732.5801
TDTF US Equity,742.9126
HPR CN Equity,735.29542
CLOZ US Equity,764.8136
IBIT US Equity,60053.5350072
FBTC US Equity,22268.628818
GBTC US Equity,20915.9958
ARKB US Equity,5202.026247
BOXX US Equity,4858.1853
ETHE US Equity,4470.7395
BITB US Equity,4468.703669
BTC US Equity,4204.5773
ETHA US Equity,3905.375757
BITX US Equity,3646.8053
UCON US Equity,3400.5522
BITO US Equity,2570.2276
FTLS US Equity,1855.8974
COINXBE SS Equity,1633.45752
ETH US Equity,1516.0846
HODL US Equity,1505.464451
BITC SW Equity,1483.8098
ASOL SW Equity,1438.199
FETH US Equity,1417.535272
BITU US Equity,1344.689639
DBMF US Equity,1356.2367
BTCE GR Equity,1366.73508
COINXBT SS Equity,1362.85425
BTCW SW Equity,1089.6518
BTCX/B CN Equity,957.12651
BRRR US Equity,924.916089
ABTC SW Equity,923.8766
ETHU US Equity,883.496768
BTCO US Equity,817.778322
EZBC US Equity,800.260891
FBTC CN Equity,792.12475
HASH11 BZ Equity,751.17884
VBTC GR Equity,729.82602
QAI US Equity,695.3025
AXRP SW Equity,685.947
ABNB SW Equity,680.219
UUP US Equity,625.5506
COINETHE SS Equity,636.8615
BTCC/B CN Equity,
CTA US Equity,570.4878
HASH SW Equity,469.633
SLNC GR Equity,443.88743
GLD US Equity,76229.1166
IAU US Equity,34566.7561
IGLN LN Equity,18326.2811
SGLD LN Equity,17859.9945
4GLD GR Equity,15207.70798
SLV US Equity,13934.7583
GLDM US Equity,9816.399
GOLD FP Equity,6107.64505
XGDU LN Equity,5853.8008
ZGLD SW Equity,13619.28903
PHAU LN Equity,5120.8282
PDBC US Equity,4443.2643
SGOL US Equity,3926.657
SGBS LN Equity,3292.639
518880 CH Equity,
GBS LN Equity,3098.065
AUUSI SW Equity,3082.548
CMOD LN Equity,2951.25102
GOLD AU Equity,2402.11098
FTGC US Equity,2380.9468
EWG2 GR Equity,2081.42129
159937 CH Equity,
GLD SJ Equity,1653.38109
SIVR US Equity,1576.5676
AUCHAH SW Equity,1581.35246
GBSP LN Equity,1559.46093
XAD5 GR Equity,1510.97726
IAUM US Equity,1446.6603
PHAG LN Equity,1436.93142
ZSIL SW Equity,2677.45937
DBC US Equity,1371.0222
BCI US Equity,1377.7594
WGLD LN Equity,1360.2073
159934 CH Equity,
COMO FP Equity,1211.9565
ICOM LN Equity,1258.4837
OUNZ US Equity,1251.1911
XAD1 GR Equity,1249.70107
COPA LN Equity,1230.35552
BARS LN Equity,1145.141
GLTR US Equity,1107.0218
ISLN LN Equity,1070.0522
GSG US Equity,1054.8631
PPLT US Equity,1030.4727
RMAU LN Equity,1020.4965
ENCO LN Equity,2018.1865
CCUSAS SW Equity,1614.9259
AAAU US Equity,942.1715
BAR US Equity,889.725
USO US Equity,869.1928
DBA US Equity,843.8522
ROLL LN Equity,815.824
CGL CN Equity,1061.115
ZGOLD TI Equity,793.8436
XGDE GR Equity,770.18733
