,2025-02-07
CWB US Equity,4419.7663
FLOT LN Equity,4412.2472
IGLS LN Equity,4398.08849
VECP LN Equity,4423.78352
ERNE LN Equity,4122.86128
VAGS LN Equity,4379.3451
CORP LN Equity,4173.3602
ISTB US Equity,4261.7022
BSCQ US Equity,4247.9972
CGCP US Equity,4331.9167
CASH CN Equity,4305.79275
00725B TT Equity,4001.49737
511520 CH Equity,3970.51827
CSBGU0 SW Equity,3908.2603
BSCP US Equity,3905.5711
DFSD US Equity,4049.7555
00772B TT Equity,3858.14411
VETY LN Equity,3865.22781
511380 CH Equity,3794.58191
VAB CN Equity,3823.97371
SYBZ GR Equity,3838.62697
XBLC GR Equity,3816.08927
VUCP LN Equity,3656.66982
EDV US Equity,3781.9515
GGOV FP Equity,3772.84005
XGLE GR Equity,3650.89195
EAGG US Equity,3685.8458
QDVL GR Equity,3627.34462
2821 HK Equity,3576.1586
TOTL US Equity,3410.2608
HYLB US Equity,3465.7455
511360 CH Equity,3371.10601
BILS US Equity,3378.2866
CB3 FP Equity,3432.05704
GVI US Equity,3268.8559
EHYA NA Equity,3393.04506
BBIL LN Equity,3207.1577
SRIC FP Equity,3269.74812
IBDQ US Equity,3188.1852
IBDR US Equity,3196.7277
00761B TT Equity,3096.85114
00724B TT Equity,3073.85178
00773B TT Equity,3089.82079
PYLD US Equity,3468.346851
NEAR US Equity,3080.5795
AGGE NA Equity,3033.3102
ANGL US Equity,3007.1224
XB4F GR Equity,2980.22399
GAGG FP Equity,3061.81825
XT01 GR Equity,3000.57689
IBDS US Equity,2910.6314
SGLO LN Equity,2831.40072
EMES LN Equity,2854.3797
IEML LN Equity,2809.7531
ECRP3 FP Equity,2671.89817
CNYB NA Equity,2719.7211
IGLB US Equity,2668.8949
GEMU FP Equity,2728.86814
ICVT US Equity,2687.7879
ZFL CN Equity,2628.20494
00746B TT Equity,2680.55492
XUTD LN Equity,2634.2956
VUTY LN Equity,2670.25198
ZST CN Equity,2712.8614
BSCR US Equity,2863.55
JPIE US Equity,2781.3898
EMLC US Equity,2647.878
FLRN US Equity,2602.503
HBB CN Equity,2560.68856
JBEM FP Equity,2606.54456
IBDT US Equity,2590.4419
GSY US Equity,2563.3035
IMBS LN Equity,2604.7047
DBZB GR Equity,2515.92637
00933B TT Equity,2387.22623
PFFD US Equity,2334.5996
SRIC3 FP Equity,2388.80836
FTSL US Equity,2349.3554
SUOU NA Equity,2334.1516
FLCB US Equity,2379.103
UITB US Equity,2350.6536
VNLA US Equity,2315.8089
BSCS US Equity,2403.4824
IBDU US Equity,2301.9571
IBCX LN Equity,2144.98481
VDUC LN Equity,2262.7154
IBTF US Equity,2235.1801
ZIC CN Equity,2211.49786
EMCR LN Equity,2264.6031
SLQD US Equity,2196.0926
SECD GR Equity,2169.1145
SRIC5 FP Equity,2191.63807
SLXX LN Equity,2174.1617
BETF430 IN Equity,2135.0816
PAAA US Equity,2391.286182
ZMU CN Equity,2128.20709
MINT LN Equity,2115.558
CSBGE3 SW Equity,2133.21893
00795B TT Equity,2126.91915
CGMS US Equity,2225.0485
IBGX LN Equity,2085.47594
PMIF CN Equity,2147.30942
TDTT US Equity,2163.6106
00740B TT Equity,2057.55648
PR1C GR Equity,2101.99786
HYLD LN Equity,2051.0945
ERND LN Equity,2104.7627
MTA FP Equity,1993.05266
NSCB CN Equity,2029.94736
FLTR US Equity,2142.5314
273130 KS Equity,2006.67961
HTRB US Equity,2028.785
TBLL US Equity,2043.0605
FALN US Equity,2014.05
EUN4 GR Equity,1954.17261
BKAG US Equity,1978.5011
PFXF US Equity,1924.5406
XSB CN Equity,1850.64036
EMBE LN Equity,1891.55262
MDBA GR Equity,1906.05322
H41R GR Equity,2066.95123
PJS1 GR Equity,1821.32321
VRP US Equity,1931.5837
ZCS CN Equity,2027.49732
00777B TT Equity,1957.30435
FSEC US Equity,2128.5039
IBGS LN Equity,1816.61514
EBND US Equity,1860.8875
EGOV FP Equity,1877.23672
FLCP CN Equity,1846.83933
IS15 LN Equity,1866.90787
00792B TT Equity,1845.97261
GTO US Equity,1843.832
DHYD NA Equity,1816.9214
00722B TT Equity,1814.28137
SYBB GR Equity,1825.82501
CHCORP SW Equity,1807.33432
IAF AU Equity,1796.84176
SPBO US Equity,1761.6345
XHYG GR Equity,1830.64264
EGRI FP Equity,1748.77416
NUBF CN Equity,1752.84887
BSCT US Equity,1827.0816
511220 CH Equity,1689.66607
CGCB US Equity,1791.772607
JBBB US Equity,1923.8168
SDHY LN Equity,1799.5116
HYLS US Equity,1667.0863
UIMC GR Equity,1685.97893
IBTG US Equity,1709.8549
00778B TT Equity,1679.32069
MTB FP Equity,1643.91375
QLTA US Equity,1709.2614
PR1R GR Equity,1619.59223
IB28 GR Equity,1665.75116
VCRB US Equity,1691.86115
FPEI US Equity,1580.6583
U71G LN Equity,1605.5911
SUN20STY CN Equity,1576.46589
IBCI LN Equity,1604.69188
00723B TT Equity,1539.6412
IBDV US Equity,1647.6562
ZROZ US Equity,1550.3098
511030 CH Equity,1514.3494
GCVB LN Equity,1531.9467
MTBA US Equity,1509.306713
BETF0431 IN Equity,1486.14295
GILS LN Equity,1553.15531
HYGV US Equity,1511.2712
STHY LN Equity,1500.97
IUS6 GR Equity,1479.60596
BBAG US Equity,1519.8505
EMDD LN Equity,1459.9933
TIP5 LN Equity,1518.51
VAF AU Equity,1443.92753
DBXP GR Equity,1552.80893
PFFA US Equity,1467.3602
2510 JP Equity,1455.4296
SUBD AU Equity,1423.22406
IPAB GR Equity,1060.28791
SMTH US Equity,1418.54246
ERNS LN Equity,1707.53924
HYS US Equity,1427.413
TIPX US Equity,1367.7524
VBND AU Equity,1357.29339
X710 GR Equity,1395.55127
IS0M GR Equity,1369.12024
MTD FP Equity,1328.49095
JBND US Equity,1413.517014
EVTR US Equity,1433.2109
TDB CN Equity,1364.25372
UCRP FP Equity,1289.6606
453850 KS Equity,1366.28414
XCB CN Equity,1379.04316
IBTH US Equity,1354.0176
UNIY US Equity,1319.1887
IBDW US Equity,1344.7622
00764B TT Equity,1334.49285
CORP US Equity,1299.647
PCY US Equity,1311.9537
BSCU US Equity,1364.298
FSIG US Equity,1276.9831
EVLN US Equity,1286.9621
BETF0432 IN Equity,1229.73815
2621 JP Equity,1324.5921
00756B TT Equity,1261.52475
HYDB US Equity,1228.1537
VRIG US Equity,1248.9576
CRP FP Equity,1215.73178
EUNR GR Equity,1195.33363
RAVI US Equity,1202.4891
YEAR US Equity,1205.6108
TRXA LN Equity,1185.0622
TREX LN Equity,1185.0622
DFGP US Equity,1228.55271
MTI FP Equity,1187.84104
X57E GR Equity,1134.42458
CTBA CN Equity,1181.07445
IBCQ GR Equity,1136.2362
00726B TT Equity,1201.1235
BETF0425 IN Equity,1163.05136
IBGM LN Equity,1181.3586
HYUS LN Equity,1146.8852
BNDW US Equity,1080.6632
CACB CN Equity,1178.74356
214980 KS Equity,1135.34915
TIP1D SW Equity,1162.335
XDGU GR Equity,1135.12196
SGIL LN Equity,1191.86447
SUSU LN Equity,1145.9559
EUNS GR Equity,1108.53264
1482 JP Equity,1110.1676
AFRN FP Equity,1139.6414
VTC US Equity,1148.959
AHYG SP Equity,1125.339
XY4P GR Equity,1192.6655
UEF7 GR Equity,1075.17282
SUSC US Equity,1109.0645
CTBB CN Equity,1166.71265
V3GU LN Equity,1118.4473
MTE FP Equity,1124.81265
00779B TT Equity,1109.96821
PREF US Equity,1080.5736
CLIP US Equity,1078.770201
EMBI FP Equity,1114.3279
XZE5 GR Equity,1105.18332
VEMT LN Equity,1106.55793
00931B TT Equity,1051.19888
IB26 GR Equity,1090.71874
00785B TT Equity,1062.14126
IGEB US Equity,1017.9136
TIPU LN Equity,1055.0798
XSH CN Equity,1071.00349
SS1EUA SW Equity,1030.06886
ZCM CN Equity,1053.89517
00948B TT Equity,999.05824
ZPR CN Equity,1005.80609
XGB CN Equity,1018.60243
EBBB FP Equity,972.18952
US10 LN Equity,1089.517
QPON AU Equity,1019.72177
ZCPB CN Equity,1177.39226
BSJP US Equity,1001.8448
SUSB US Equity,1004.0115
JPLD US Equity,1044.964767
GOVI US Equity,1010.3455
BWX US Equity,975.7653
IBGL LN Equity,952.30018
00696B TT Equity,1000.75647
AT1 LN Equity,1005.536
XGIN GR Equity,906.37651
3053 HK Equity,892.62198
TLTW US Equity,1007.9648
X1G FP Equity,1034.57732
453540 KS Equity,989.1446
TRES LN Equity,1004.3059
LONZ US Equity,968.716
CGSD US Equity,982.8597
DUSB US Equity,1027.1367
BSJQ US Equity,999.4925
385540 KS Equity,946.51614
FCGB CN Equity,844.61638
AVIG US Equity,989.6432
IBDX US Equity,983.0939
XHLF US Equity,1065.991
SYBD GR Equity,889.05662
USTB US Equity,988.812
SPLB US Equity,912.8482
AGGY US Equity,905.9184
BBHY US Equity,927.2848
WING LN Equity,933.0639
00754B TT Equity,926.29524
MQDB AU Equity,930.8026
PSK US Equity,885.3668
SYB3 GR Equity,905.01094
CSBGE7 SW Equity,917.19493
BB3M LN Equity,933.8194
00749B TT Equity,917.52751
FCCB CN Equity,927.79291
IBTI US Equity,904.5003
JEST GR Equity,899.79161
ZGB CN Equity,912.97525
SYBC GR Equity,858.16785
ID28 LN Equity,905.1533
JT13 IM Equity,844.60611
PGF US Equity,843.0952
GIGB US Equity,861.8237
SPIP US Equity,909.9832
LDUR US Equity,828.4059
FLGV US Equity,849.0317
FLBL US Equity,930.4664
2512 JP Equity,873.1654
BSCV US Equity,877.7868
159650 CH Equity,826.35695
476550 KS Equity,849.3053
BHYB US Equity,819.064436
CBIL CN Equity,824.69785
GLTL LN Equity,897.3929
CLOI US Equity,905.6765
VBU CN Equity,912.49142
DFIP US Equity,835.1867
RCDB CN Equity,832.47223
159649 CH Equity,808.83115
00768B TT Equity,796.64786
SYFI US Equity,827.713573
VCEB US Equity,809.12
X03G GR Equity,841.74873
SCYB US Equity,840.6633
NHYB CN Equity,795.52882
DCU CN Equity,852.9483
494900 KS Equity,797.38357
GLTY LN Equity,782.18564
MUB CN Equity,780.07486
ZJK CN Equity,759.65074
TIGR LN Equity,801.7506
INXG LN Equity,752.96156
HSUV/U CN Equity,758.29
EFRN LN Equity,739.28186
AFLT FP Equity,760.8181
SBIF SP Equity,752.73528
APCB US Equity,757.5067
XLB CN Equity,752.94051
TDTF US Equity,762.3026
HPR CN Equity,697.01916
CLOZ US Equity,869.6729
IBIT US Equity,56362.44741056
FBTC US Equity,20322.221563
GBTC US Equity,19224.1818
ARKB US Equity,4988.696005
BOXX US Equity,5034.7861
ETHE US Equity,3426.5587
BITB US Equity,4001.216673
BTC US Equity,4015.1565
ETHA US Equity,3556.286899
BITX US Equity,3016.4868
UCON US Equity,3448.3244
BITO US Equity,2350.9364
FTLS US Equity,1901.4649
COINXBE SS Equity,1494.03644
ETH US Equity,1234.9801
HODL US Equity,1403.703981
BITC SW Equity,1434.0962
ASOL SW Equity,1157.067
FETH US Equity,1190.239302
BITU US Equity,1148.060709
DBMF US Equity,1383.0174
BTCE GR Equity,1271.55136
COINXBT SS Equity,1245.58364
BTCW SW Equity,1094.6971
BTCX/B CN Equity,888.27901
BRRR US Equity,850.362865
ABTC SW Equity,876.0185
ETHU US Equity,795.269533
BTCO US Equity,762.579041
EZBC US Equity,746.903359
FBTC CN Equity,700.02205
HASH11 BZ Equity,675.33669
VBTC GR Equity,700.76745
QAI US Equity,700.0788
AXRP SW Equity,552.86
ABNB SW Equity,575.45
UUP US Equity,390.0202
COINETHE SS Equity,519.66878
BTCC/B CN Equity,611.51132
CTA US Equity,650.6806
HASH SW Equity,415.6862
SLNC GR Equity,355.6602
GLD US Equity,80237.3088
IAU US Equity,36295.3131
IGLN LN Equity,19570.1159
SGLD LN Equity,18988.7671
4GLD GR Equity,15935.86562
SLV US Equity,13892.4555
GLDM US Equity,10282.467
GOLD FP Equity,6519.49236
XGDU LN Equity,6183.6409
ZGLD SW Equity,14012.3812
PHAU LN Equity,5395.3675
PDBC US Equity,4395.5997
SGOL US Equity,4140.3924
SGBS LN Equity,3453.896
518880 CH Equity,3361.42922
GBS LN Equity,3244.564
AUUSI SW Equity,3213.214
CMOD LN Equity,2960.75062
GOLD AU Equity,2491.23175
FTGC US Equity,2448.6581
EWG2 GR Equity,2206.1645
159937 CH Equity,1913.18859
GLD SJ Equity,1710.65781
SIVR US Equity,1537.0315
AUCHAH SW Equity,1642.16613
GBSP LN Equity,1641.59973
XAD5 GR Equity,1570.73686
IAUM US Equity,1458.0153
PHAG LN Equity,1823.3583
ZSIL SW Equity,2787.77115
DBC US Equity,1356.9789
BCI US Equity,1315.3365
WGLD LN Equity,1436.8092
159934 CH Equity,1362.06717
COMO FP Equity,1185.80237
ICOM LN Equity,1251.4689
OUNZ US Equity,1356.632
XAD1 GR Equity,1289.63583
COPA LN Equity,1299.19677
BARS LN Equity,1184.527
GLTR US Equity,1158.5595
ISLN LN Equity,1272.1195
GSG US Equity,1056.8119
PPLT US Equity,1070.0524
RMAU LN Equity,1059.5388
ENCO LN Equity,2050.2958
CCUSAS SW Equity,1617.1375
AAAU US Equity,1047.953
BAR US Equity,931.942
USO US Equity,1109.4376
DBA US Equity,883.5484
ROLL LN Equity,856.4448
CGL CN Equity,1138.85317
ZGOLD TI Equity,847.17017
XGDE GR Equity,799.58687
